,,point-1,point-2,point-3,point-4,point-5,point-6,point-7,point-8,point-9,point-10,point-11,point-12,point-13,point-14,point-15,point-16,point-17,point-18,point-19,point-20,point-21,point-22,point-23,point-24,point-25,point-26,point-27,point-28,point-29,point-30,point-31,point-32,point-33,point-34,point-35,point-36,point-37,point-38,point-39,point-40,point-41,point-42,point-43,point-44,point-45,point-46,point-47,point-48,point-49,point-50
ZERO,run-1,1.0,0.9988469120538267,0.9954065818875041,0.9897354996272505,0.9819267842869932,0.9721086547567358,0.9604423244519278,0.9471193541936423,0.9323585067851864,0.9164021549329211,0.8995123014931232,0.881966277392329,0.8640521878611875,0.8460641817545393,0.8282976216353497,0.8110442339295916,0.7945873187863999,0.7791970982974489,0.7651262794576815,0.7526059047234357,0.7418415583017088,0.7330099904631445,0.7262562153074908,0.7216911296360862,0.7193896920294465,0.7193896920294469,0.721691129636086,0.7262562153074893,0.7330099904631442,0.7418415583017071,0.7526059047234364,0.7651262794576805,0.7791970982974488,0.7945873187863999,0.8110442339295932,0.8282976216353493,0.8460641817545411,0.8640521878611902,0.8819662773923276,0.8995123014931241,0.9164021549329224,0.9323585067851876,0.9471193541936452,0.960442324451926,0.9721086547567375,0.9819267842869925,0.98973549962725,0.9954065818875039,0.9988469120538258,1.0000000000000004
ONE,run-1,0.0,0.0011530879461733035,0.004593418112495917,0.010264500372749508,0.018073215713006796,0.0278913452432642,0.03955767554807221,0.05288064580635765,0.06764149321481361,0.0835978450670789,0.10048769850687678,0.11803372260767098,0.13594781213881246,0.15393581824546065,0.1717023783646503,0.18895576607040843,0.20541268121360012,0.22080290170255112,0.23487372054231848,0.2473940952765643,0.25815844169829116,0.2669900095368555,0.27374378469250915,0.27830887036391383,0.28061030797055353,0.2806103079705531,0.27830887036391405,0.2737437846925107,0.2669900095368558,0.25815844169829294,0.24739409527656364,0.23487372054231948,0.22080290170255124,0.20541268121360012,0.18895576607040676,0.17170237836465074,0.15393581824545888,0.1359478121388098,0.11803372260767242,0.10048769850687589,0.08359784506707757,0.06764149321481239,0.052880645806354765,0.03955767554807399,0.027891345243262533,0.018073215713007462,0.010264500372749952,0.004593418112496139,0.0011530879461741916,-4.440892098500626e-16
